Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,modularity_class,pageranks,indegree,outdegree,Degree
16909,,,0,0,0,0,0.017488,0,0.00004,8,1,9
16910,,,1,1,1,0,0,0,0.000011,0,1,1
16911,,,12,0.173389,0.180372,357.493927,0.000821,22,0.000015,1,1,2
16912,,,0,0,0,0,0.054065,0,0.000063,8,0,8
16913,,,11,0.185317,0.19468,6951.969355,0.004911,0,0.000017,4,6,10
16914,,,12,0.160056,0.16578,0,0,0,0.000011,0,1,1
16915,,,0,0,0,0,0.040227,0,0.000057,11,0,11
16916,,,12,0.17317,0.179646,0,0,0,0.000011,0,1,1
16917,,,12,0.178386,0.185764,0,0,0,0.000011,0,5,5
16918,,,12,0.18053,0.1883,14856.189633,0.001643,0,0.000024,2,2,4
16919,,,12,0.165132,0.171275,0,0,9,0.000011,0,3,3
16920,,,1,1,1,0,0,0,0.000011,0,2,2
16921,,,11,0.18301,0.191035,0,0,0,0.000011,0,1,1
16922,,,12,0.147739,0.152146,0,0,0,0.000011,0,2,2
16923,,,0,0,0,0,0.002566,0,0.000017,2,0,2
16924,,,0,0,0,0,0.031333,0,0.000061,12,0,12
16925,,,1,1,1,0,0,0,0.000011,0,1,1
16926,,,1,1,1,37097.499727,0.009032,0,0.000034,3,3,6
16927,,,12,0.155209,0.160174,0,0,0,0.000011,0,4,4
16928,,,1,1,1,0,0,0,0.000011,0,3,3
16929,,,12,0.167813,0.174594,0,0,0,0.000011,0,1,1
16930,,,0,0,0,0,0.001643,0,0.000017,2,0,2
16931,,,14,0.133313,0.13658,0,0,0,0.000011,0,1,1
16932,,,12,0.158139,0.163434,0,0,0,0.000011,0,1,1
16933,,,0,0,0,0,0.006882,0,0.000022,4,0,4
16934,,,12,0.157611,0.163013,0,0,0,0.000011,0,1,1
16935,,,2,0.571429,0.625,0,0,0,0.000011,0,1,1
16936,,,13,0.148259,0.152855,174908.684553,0.029848,0,0.000117,5,4,9
16937,,,2,0.571429,0.625,0,0,0,0.000011,0,1,1
16938,,,0,0,0,0,0.003224,0,0.000019,1,0,1
16939,,,1,1,1,0,0,148,0.000011,0,1,1
16940,,,0,0,0,0,0.000821,148,0.000021,1,0,1
16941,,,0,0,0,0,0.024061,0,0.000031,3,0,3
16942,,,0,0,0,0,0.004933,0,0.000019,1,0,1
16943,,,0,0,0,0,0.008542,0,0.000018,3,0,3
16944,,,0,0,0,0,0.010589,0,0.000028,4,0,4
16945,,,0,0,0,0,0.000821,0,0.000013,1,0,1
16946,,,0,0,0,0,0.058758,0,0.000087,12,0,12
16947,,,1,1,1,2,0.001643,0,0.000022,2,1,3
16948,,,0,0,0,0,0.007122,0,0.000016,1,0,1
16949,,,12,0.182172,0.190123,35685.024514,0.007646,0,0.000037,3,3,6
16950,,,0,0,0,0,0.001305,0,0.000014,1,0,1
16951,,,11,0.182005,0.190245,0,0,0,0.000011,0,3,3
16952,,,4,0.461538,0.597222,0,0,0,0.000011,0,2,2
16953,,,3,0.5,0.611111,624.189827,0.039505,0,0.00011,16,1,17
16954,,,0,0,0,0,0.000968,0,0.000012,1,0,1
16955,,,3,0.444444,0.541667,0,0,0,0.000011,0,1,1
16956,,,13,0.14317,0.147259,0,0,0,0.000011,0,2,2
16957,,,12,0.176225,0.183247,24981.068546,0.010215,0,0.00002,5,4,9
16958,,,12,0.162563,0.168133,2353.869671,0.007067,0,0.000017,1,1,2
16959,,,0,0,0,0,0.001359,0,0.000014,1,0,1
16960,,,10,0.208894,0.221609,168436.532789,0.018872,0,0.000092,7,5,12
16961,,,0,0,0,0,0.002606,0,0.000015,2,0,2
16962,,,0,0,0,0,0.001426,0,0.000012,1,0,1
16963,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
16964,,,0,0,0,0,0.007904,0,0.000018,3,0,3
16965,,,12,0.170115,0.176401,0,0,0,0.000011,0,1,1
16966,,,11,0.190258,0.199634,83203.270632,0.003963,0,0.000052,2,5,7
16967,,,13,0.132357,0.135468,0,0,0,0.000011,0,1,1
16968,,,12,0.16778,0.174029,34956.826569,0.028773,0,0.000047,9,1,10
16969,,,12,0.179252,0.187683,0,0,0,0.000011,0,6,6
16970,,,11,0.177323,0.184534,41617.55585,0.006921,0,0.000053,4,3,7
16971,,,11,0.19682,0.206714,0,0,0,0.000011,0,2,2
16972,,,12,0.159746,0.165192,44180.16625,0.014595,0,0.000042,7,2,9
16973,,,11,0.164954,0.171205,0,0,0,0.000011,0,1,1
16974,,,0,0,0,0,0.00495,0,0.000015,1,0,1
16975,,,0,0,0,0,0.009303,0,0.000013,1,0,1
16976,,,12,0.167817,0.174598,688.608864,0.002587,0,0.000013,1,1,2
16977,,,12,0.163098,0.169053,0,0,0,0.000011,0,1,1
16978,,,12,0.165351,0.171235,0,0,0,0.000011,0,2,2
16979,,,0,0,0,0,0.000821,0,0.000016,1,0,1
16980,,,12,0.172558,0.179647,57968.338359,0.045106,0,0.000064,10,3,13
16981,,,0,0,0,0,0.002332,0,0.000015,2,0,2
16982,,,0,0,0,0,0.067431,0,0.000094,8,0,8
16983,,,11,0.176084,0.183533,0,0,0,0.000011,0,1,1
16984,,,14,0.130418,0.133459,22360.11494,0.020972,0,0.000031,5,1,6
16985,,,11,0.193877,0.203827,0,0,0,0.000011,0,5,5
16986,,,0,0,0,0,0.002622,0,0.000013,2,1,3
16987,,,11,0.196554,0.20645,0,0,0,0.000011,0,3,3
16988,,,0,0,0,0,0.009052,0,0.000015,2,0,2
16989,,,0,0,0,0,0.00757,0,0.000017,3,1,4
16990,,,11,0.204366,0.215629,0,0,0,0.000011,0,5,5
16991,,,11,0.203232,0.215215,0,0,0,0.000011,0,9,9
16992,,,11,0.186706,0.195707,0,0,0,0.000011,0,1,1
16993,,,11,0.186706,0.195707,0,0,0,0.000011,0,1,1
16994,,,11,0.188424,0.197815,3185.432954,0.00224,0,0.000014,1,4,5
16995,,,11,0.186706,0.195707,0,0,0,0.000011,0,1,1
16996,,,11,0.186706,0.195707,0,0,0,0.000011,0,1,1
16997,,,11,0.186719,0.195769,0,0,0,0.000011,0,2,2
16998,,,10,0.213147,0.225586,0,0,0,0.000011,0,2,2
16999,,,11,0.187292,0.196705,1355.06601,0.001328,0,0.000012,1,6,7
17000,,,11,0.186706,0.195707,0,0,0,0.000011,0,1,1
17001,,,12,0.153646,0.158634,1682.735714,0.001615,0,0.000017,1,2,3
17002,,,11,0.197397,0.207403,0,0,0,0.000011,0,2,2
17003,,,11,0.19653,0.206332,1123.349038,0.000821,0,0.000013,1,1,2
17004,,,11,0.178799,0.186967,162140.100768,0.049148,0,0.000113,19,8,27
17005,,,12,0.155207,0.160667,0,0,0,0.000011,0,2,2
17006,,,11,0.170895,0.177851,0,0,0,0.000011,0,3,3
17007,,,0,0,0,0,0.039509,0,0.00007,11,0,11
17008,,,11,0.176898,0.184024,0,0,0,0.000011,0,2,2
17009,,,11,0.198628,0.208786,85790.010754,0.029149,0,0.000037,7,3,10
17010,,,11,0.170416,0.177079,0,0,0,0.000011,0,1,1
17011,,,11,0.163292,0.168851,10721.536441,0.014667,0,0.000029,4,1,5
17012,,,12,0.177137,0.184872,0,0,0,0.000011,0,3,3
17013,,,11,0.169613,0.176123,0,0,0,0.000011,0,2,2
17014,,,12,0.152198,0.157509,20252.660797,0.009264,0,0.000015,3,4,7
17015,,,0,0,0,0,0.007122,0,0.000016,1,0,1
17016,,,0,0,0,0,0.004939,0,0.000046,1,0,1
17017,,,0,0,0,0,0.086749,0,0.000083,16,0,16
17018,,,11,0.171122,0.177487,56042.649668,0.057246,0,0.000046,6,3,9
17019,,,12,0.161072,0.166644,0,0,0,0.000011,0,2,2
17020,,,1,1,1,0,0,0,0.000011,0,2,2
17021,,,1,1,1,0,0,0,0.000011,0,1,1
17022,,,0,0,0,0,0.045122,0,0.000037,6,1,7
17023,,,2,0.75,0.833333,0,0,0,0.000011,0,2,2
17024,,,13,0.14527,0.149479,1346.936056,0.002937,0,0.000014,1,2,3
17025,,,0,0,0,0,0.003055,0,0.000014,1,0,1
17026,,,2,0.666667,0.75,1158.098531,0.003703,0,0.000014,1,1,2
17027,,,1,1,1,0,0,0,0.000011,0,1,1
17028,,,0,0,0,0,0.016203,0,0.000091,6,0,6
17029,,,0,0,0,0,0.006088,0,0.000019,2,0,2
17030,,,12,0.16315,0.168918,0,0,0,0.000011,0,3,3
17031,,,0,0,0,0,0.011954,0,0.000031,4,0,4
17032,,,11,0.163403,0.168908,0,0,0,0.000011,0,1,1
17033,,,14,0.136756,0.140383,0,0,0,0.000011,0,1,1
17034,,,0,0,0,0,0.008947,0,0.000023,1,0,1
17035,,,11,0.188422,0.196843,0,0,0,0.000011,0,4,4
17036,,,12,0.142965,0.146865,0,0,0,0.000011,0,1,1
17037,,,12,0.180303,0.188247,0,0,0,0.000011,0,2,2
17038,,,0,0,0,0,0.024262,0,0.000034,5,0,5
17039,,,0,0,0,0,0.05088,0,0.000118,10,0,10
17040,,,15,0.106122,0.107759,0,0,0,0.000011,0,1,1
17041,,,14,0.118712,0.120989,14889.434221,0.008176,0,0.000031,4,1,5
17042,,,11,0.179337,0.187073,0,0,0,0.000011,0,7,7
17043,,,1,1,1,0,0,0,0.000011,0,1,1
17044,,,0,0,0,0,0.00909,0,0.000041,6,0,6
17045,,,13,0.13181,0.134927,0,0,0,0.000011,0,2,2
17046,,,1,1,1,0,0,0,0.000011,0,1,1
17047,,,1,1,1,18268,0.015935,0,0.000034,5,1,6
17048,,,11,0.204466,0.215727,107575.492114,0.006669,0,0.000033,3,6,9
17049,,,12,0.150087,0.154812,0,0,0,0.000011,0,1,1
17050,,,12,0.161564,0.167505,8483.086899,0.010914,0,0.000027,2,2,4
17051,,,12,0.150087,0.154812,0,0,0,0.000011,0,1,1
17052,,,0,0,0,0,0.006201,0,0.000022,3,0,3
17053,,,0,0,0,0,0.006079,0,0.000014,1,0,1
17054,,,1,1,1,0,0,149,0.000011,0,1,1
17055,,,0,0,0,0,0.000821,149,0.000021,1,0,1
17056,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17057,,,12,0.16408,0.170121,0,0,0,0.000011,0,1,1
17058,,,12,0.16408,0.170121,0,0,0,0.000011,0,1,1
17059,,,12,0.16408,0.170121,0,0,0,0.000011,0,1,1
17060,,,14,0.125735,0.128498,86.66501,0.001643,0,0.000015,2,1,3
17061,,,12,0.166902,0.173539,0,0,0,0.000011,0,6,6
17062,,,1,1,1,0,0,150,0.000011,0,1,1
17063,,,0,0,0,0,0.000821,150,0.000021,1,0,1
17064,,,13,0.138166,0.141814,18.42034,0.000821,0,0.000012,1,4,5
17065,,,0,0,0,0,0.000957,0,0.000014,1,0,1
17066,,,1,1,1,5,0.000991,0,0.000025,1,1,2
17067,,,1,1,1,0,0,151,0.000011,0,1,1
17068,,,0,0,0,0,0.001938,151,0.000021,2,1,3
17069,,,0,0,0,0,0.000957,0,0.000015,1,0,1
17070,,,12,0.169164,0.17531,0,0,0,0.000011,0,1,1
17071,,,11,0.164124,0.170026,0,0,0,0.000011,0,3,3
17072,,,11,0.206086,0.21776,14482.056035,0.002234,0,0.000017,2,11,13
17073,,,11,0.179742,0.188267,0,0,0,0.000011,0,5,5
17074,,,0,0,0,0,0.00098,0,0.000022,1,0,1
17075,,,12,0.166888,0.173345,0,0,0,0.000011,0,1,1
17076,,,11,0.186023,0.194934,0,0,0,0.000011,0,3,3
17077,,,12,0.171603,0.178638,0,0,0,0.000011,0,3,3
17078,,,3,0.5,0.611111,26437.655665,0.004154,0,0.000022,2,1,3
17079,,,12,0.165369,0.170922,0,0,0,0.000011,0,1,1
17080,,,11,0.182376,0.190425,0,0,0,0.000011,0,1,1
17081,,,11,0.170231,0.176839,0,0,0,0.000011,0,1,1
17082,,,0,0,0,0,0.001853,0,0.000012,1,0,1
17083,,,1,1,1,0,0,0,0.000011,0,1,1
17084,,,1,1,1,0,0,0,0.000011,0,1,1
17085,,,13,0.140275,0.143943,0,0,0,0.000011,0,1,1
17086,,,12,0.16315,0.16903,27032.885018,0.0026,0,0.000035,3,2,5
17087,,,0,0,0,0,0.031538,0,0.000024,2,0,2
17088,,,0,0,0,0,0.031538,0,0.000024,2,0,2
17089,,,11,0.172211,0.178647,0,0,0,0.000011,0,1,1
17090,,,12,0.161648,0.167376,0,0,0,0.000011,0,1,1
17091,,,0,0,0,0,0.037092,0,0.000025,1,0,1
17092,,,11,0.193312,0.203687,0,0,0,0.000011,0,4,4
17093,,,0,0,0,0,0.001835,0,0.000015,2,0,2
17094,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17095,,,11,0.167821,0.174628,5471.194249,0.000821,0,0.000016,1,2,3
17096,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17097,,,0,0,0,0,0.000957,0,0.000015,1,0,1
17098,,,11,0.179449,0.187422,0,0,0,0.000011,0,5,5
17099,,,10,0.204218,0.217139,363805.847937,0.06226,0,0.000098,10,18,28
17100,,,14,0.129764,0.132653,0,0,0,0.000011,0,1,1
17101,,,13,0.149102,0.15353,13469,0.000821,0,0.000021,1,1,2
17102,,,11,0.179791,0.188043,5077.06686,0.003623,0,0.000022,2,2,4
17103,,,0,0,0,0,0.000821,0,0.000012,1,0,1
17104,,,10,0.20318,0.215052,496.618818,0.000821,0,0.000012,1,7,8
17105,,,12,0.158146,0.163493,0,0,0,0.000011,0,2,2
17106,,,15,0.107425,0.109098,0,0,0,0.000011,0,1,1
17107,,,14,0.120346,0.122697,122853.575015,0.052563,0,0.000195,5,2,7
17108,,,13,0.141597,0.145291,0,0,0,0.000011,0,1,1
17109,,,12,0.160378,0.166331,0,0,0,0.000011,0,6,6
17110,,,0,0,0,0,0.004103,0,0.000026,4,0,4
17111,,,1,1,1,0,0,0,0.000011,0,1,1
17112,,,1,1,1,0,0,152,0.000011,0,1,1
17113,,,0,0,0,0,0.000821,152,0.000021,1,0,1
17114,,,12,0.186477,0.195567,0,0,0,0.000011,0,4,4
17115,,,12,0.183329,0.191841,0,0,0,0.000011,0,1,1
17116,,,10,0.197617,0.208433,0,0,0,0.000011,0,1,1
17117,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17118,,,11,0.185785,0.194409,0,0,0,0.000011,0,3,3
17119,,,12,0.17118,0.178114,0,0,0,0.000011,0,2,2
17120,,,12,0.154628,0.159747,8164.625502,0.000957,0,0.000014,1,1,2
17121,,,12,0.169817,0.176392,79332.271702,0.0129,0,0.000035,7,5,12
17122,,,13,0.152835,0.157532,15618.090699,0.003867,0,0.000028,3,3,6
17123,,,14,0.132582,0.135599,0,0,0,0.000011,0,1,1
17124,,,11,0.193248,0.204298,398250.694453,0.041959,0,0.000118,18,20,38
17125,,,13,0.143223,0.147274,0,0,0,0.000011,0,1,1
17126,,,11,0.185472,0.194065,0,0,0,0.000011,0,3,3
17127,,,13,0.143223,0.147274,0,0,0,0.000011,0,1,1
17128,,,0,0,0,0,0.003461,0,0.000014,2,0,2
17129,,,12,0.163073,0.168776,2006.903933,0.005746,0,0.000012,1,1,2
17130,,,0,0,0,0,0.002464,0,0.000024,3,0,3
17131,,,12,0.161055,0.166876,0,0,0,0.000011,0,3,3
17132,,,12,0.170552,0.17712,0,0,0,0.000011,0,2,2
17133,,,11,0.183426,0.191999,0,0,0,0.000011,0,1,1
17134,,,11,0.168935,0.17552,0,0,0,0.000011,0,1,1
17135,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17136,,,13,0.147223,0.151773,0,0,0,0.000011,0,1,1
17137,,,11,0.204038,0.215824,0,0,0,0.000011,0,6,6
17138,,,0,0,0,0,0.010143,0,0.000016,1,0,1
17139,,,12,0.161339,0.166949,0,0,0,0.000011,0,3,3
17140,,,12,0.164198,0.170529,0,0,0,0.000011,0,4,4
17141,,,1,1,1,308.442527,0.006145,0,0.000017,3,1,4
17142,,,0,0,0,0,0.001995,0,0.000022,1,0,1
17143,,,12,0.173249,0.180749,48630.883859,0.002893,0,0.000087,1,2,3
17144,,,0,0,0,0,0.008392,0,0.000041,4,0,4
17145,,,13,0.134838,0.138145,0,0,0,0.000011,0,2,2
17146,,,11,0.179277,0.187136,683.212492,0.001446,0,0.000012,1,2,3
17147,,,11,0.183511,0.192284,0,0,10,0.000011,0,4,4
17148,,,13,0.130934,0.133943,0,0,0,0.000011,0,1,1
17149,,,11,0.1857,0.193913,0,0,0,0.000011,0,2,2
17150,,,11,0.183173,0.191356,2120.870972,0.007937,0,0.000013,1,1,2
17151,,,12,0.15787,0.163013,0,0,0,0.000011,0,1,1
17152,,,12,0.15787,0.163013,0,0,0,0.000011,0,1,1
17153,,,12,0.162973,0.168733,0,0,0,0.000011,0,1,1
17154,,,1,1,1,0,0,153,0.000011,0,1,1
17155,,,0,0,0,0,0.000821,153,0.000021,1,0,1
17156,,,13,0.148698,0.153156,18461.878616,0.003727,0,0.000012,2,2,4
17157,,,12,0.15588,0.160936,0,0,0,0.000011,0,1,1
17158,,,12,0.15588,0.160935,1045.800188,0.003883,0,0.000015,2,1,3
17159,,,12,0.15588,0.160936,0,0,0,0.000011,0,1,1
17160,,,12,0.15761,0.162803,0,0,0,0.000011,0,2,2
17161,,,12,0.164531,0.170406,0,0,0,0.000011,0,4,4
17162,,,0,0,0,0,0.01641,0,0.000022,3,0,3
17163,,,0,0,0,0,0.054672,0,0.000061,10,0,10
17164,,,12,0.167294,0.173718,0,0,0,0.000011,0,2,2
17165,,,14,0.11253,0.11455,0,0,0,0.000011,0,1,1
17166,,,0,0,0,0,0.035827,0,0.000048,12,0,12
17167,,,12,0.167383,0.173915,0,0,0,0.000011,0,2,2
17168,,,0,0,0,0,0.002356,0,0.000012,1,0,1
17169,,,13,0.14699,0.150894,0,0,0,0.000011,0,1,1
17170,,,11,0.182239,0.19116,117495.268196,0.001418,0,0.000021,1,6,7
17171,,,2,0.666667,0.75,0,0,0,0.000011,0,1,1
17172,,,11,0.18298,0.191326,0,0,0,0.000011,0,2,2
17173,,,0,0,0,0,0.007624,0,0.000038,5,0,5
17174,,,12,0.165357,0.171608,0,0,0,0.000011,0,2,2
17175,,,11,0.169825,0.176685,24662.655206,0.03234,0,0.000035,2,2,4
17176,,,13,0.147675,0.151751,0,0,0,0.000011,0,1,1
17177,,,1,1,1,0,0,0,0.000011,0,1,1
17178,,,0,0,0,0,0.002027,0,0.000021,2,0,2
17179,,,0,0,0,0,0.011255,0,0.000031,1,0,1
17180,,,11,0.193626,0.203263,0,0,0,0.000011,0,3,3
17181,,,0,0,0,0,0.002356,0,0.000012,1,0,1
17182,,,12,0.182965,0.19138,0,0,0,0.000011,0,1,1
17183,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17184,,,12,0.165349,0.171548,0,0,0,0.000011,0,1,1
17185,,,0,0,0,0,0.003874,0,0.000015,2,0,2
17186,,,15,0.115708,0.117657,0,0,0,0.000011,0,1,1
17187,,,12,0.156403,0.161857,0,0,0,0.000011,0,4,4
17188,,,11,0.170416,0.177079,0,0,0,0.000011,0,1,1
17189,,,12,0.176251,0.183469,0,0,0,0.000011,0,2,2
17190,,,0,0,0,0,0.01651,0,0.000043,6,0,6
17191,,,1,1,1,0,0,0,0.000011,0,1,1
17192,,,12,0.156681,0.161948,9152.833177,0.00476,0,0.000022,2,1,3
17193,,,0,0,0,0,0.000821,0,0.000014,1,0,1
17194,,,1,1,1,0,0,0,0.000011,0,1,1
17195,,,0,0,0,0,0.001643,0,0.000022,2,0,2
17196,,,11,0.186794,0.196845,52978.124189,0.004696,0,0.000024,4,4,8
17197,,,11,0.181964,0.190545,0,0,0,0.000011,0,2,2
17198,,,0,0,0,0,0.022251,0,0.000035,4,1,5
17199,,,11,0.16543,0.171641,0,0,0,0.000011,0,3,3
17200,,,1,1,1,0,0,0,0.000011,0,1,1
17201,,,0,0,0,0,0.007844,0,0.000026,5,0,5
17202,,,12,0.159653,0.164993,0,0,0,0.000011,0,2,2
17203,,,11,0.193547,0.203486,21619.992579,0.006053,0,0.000019,3,3,6
17204,,,12,0.157785,0.162953,0,0,0,0.000011,0,1,1
17205,,,11,0.203281,0.215467,8626.928746,0.001572,0,0.000013,1,3,4
17206,,,12,0.171877,0.178138,0,0,0,0.000011,0,1,1
17207,,,12,0.171877,0.178138,0,0,0,0.000011,0,1,1
17208,,,11,0.175534,0.183161,8716.324882,0.004543,0,0.000021,4,2,6
17209,,,0,0,0,0,0.003949,0,0.000016,2,0,2
17210,,,11,0.203208,0.215241,15678.423717,0.002636,0,0.000019,1,1,2
17211,,,0,0,0,0,0.016175,0,0.000073,10,0,10
17212,,,1,1,1,0,0,0,0.000011,0,1,1
17213,,,1,1,1,0,0,0,0.000011,0,1,1
17214,,,11,0.165418,0.171578,57957.135936,0.008385,0,0.000055,7,2,9
17215,,,1,1,1,1301.944382,0.011056,0,0.000021,6,1,7
17216,,,12,0.162182,0.167867,0,0,0,0.000011,0,2,2
17217,,,0,0,0,0,0.000821,0,0.000016,1,0,1
17218,,,13,0.136529,0.140006,17538.395859,0.005649,0,0.000047,4,2,6
17219,,,12,0.178867,0.186712,37613.019759,0.0146,0,0.000024,2,3,5
17220,,,0,0,0,0,0.006507,0,0.000033,4,0,4
17221,,,11,0.194901,0.205021,0,0,0,0.000011,0,4,4
17222,,,0,0,0,0,0.002464,0,0.000023,3,0,3
17223,,,13,0.127977,0.130939,0,0,0,0.000011,0,2,2
17224,,,0,0,0,0,0.03693,0,0.000038,5,0,5
17225,,,12,0.176687,0.184728,0,0,0,0.000011,0,3,3
17226,,,13,0.144454,0.149014,0,0,0,0.000011,0,4,4
17227,,,12,0.161961,0.168041,8277.250672,0.000821,0,0.000014,1,1,2
17228,,,13,0.146447,0.150495,0,0,0,0.000011,0,1,1
17229,,,11,0.188667,0.197856,5535.5755,0.002182,0,0.000022,1,2,3
17230,,,0,0,0,0,0.00168,0,0.000014,1,0,1
17231,,,13,0.132458,0.13569,0,0,0,0.000011,0,1,1
17232,,,0,0,0,0,0.02549,0,0.000034,3,0,3
17233,,,12,0.177368,0.184933,0,0,0,0.000011,0,3,3
17234,,,12,0.152785,0.1572,32029.123531,0.076162,0,0.000142,5,1,6
17235,,,0,0,0,0,0.015587,0,0.000017,2,0,2
17236,,,10,0.201012,0.211915,0,0,0,0.000011,0,10,10
17237,,,13,0.134826,0.138058,0,0,0,0.000011,0,1,1
17238,,,0,0,0,0,0.010146,0,0.000019,1,0,1
17239,,,12,0.15757,0.163024,0,0,0,0.000011,0,6,6
17240,,,0,0,0,0,0.003333,0,0.000016,2,0,2
17241,,,11,0.182503,0.190822,60649.536723,0.017504,0,0.000013,1,5,6
17242,,,12,0.161657,0.167437,2471.63536,0.004518,0,0.00002,3,2,5
17243,,,11,0.175478,0.182782,0,0,0,0.000011,0,1,1
17244,,,11,0.175193,0.183192,23638.66921,0.00374,0,0.000015,1,5,6
17245,,,11,0.167945,0.174742,89660.51311,0.032694,0,0.00006,4,4,8
17246,,,0,0,0,0,0.003272,0,0.000015,2,0,2
17247,,,11,0.179879,0.18791,0,0,0,0.000011,0,4,4
17248,,,12,0.145001,0.148921,0,0,0,0.000011,0,1,1
17249,,,0,0,0,0,0.019634,0,0.00011,15,0,15
17250,,,12,0.157968,0.163458,0,0,0,0.000011,0,2,2
17251,,,1,1,1,0,0,0,0.000011,0,1,1
17252,,,1,1,1,0,0,0,0.000011,0,1,1
17253,,,12,0.162897,0.16879,0,0,0,0.000011,0,2,2
17254,,,1,1,1,3469.24005,0.014945,0,0.000035,3,1,4
17255,,,12,0.168909,0.175561,0,0,0,0.000011,0,2,2
17256,,,1,1,1,0,0,0,0.000011,0,1,1
17257,,,11,0.182469,0.191461,307542.829266,0.030904,0,0.000105,19,8,27
17258,,,12,0.154336,0.159593,60726.560229,0.022932,0,0.000018,2,3,5
17259,,,12,0.154369,0.159784,126.419798,0.000821,0,0.000012,1,6,7
17260,,,12,0.175156,0.183234,0,0,0,0.000011,0,7,7
17261,,,10,0.192294,0.20109,0,0,0,0.000011,0,3,3
17262,,,12,0.166163,0.172865,0,0,0,0.000011,0,1,1
17263,,,13,0.139844,0.143381,18443.535297,0.010143,0,0.000016,1,2,3
17264,,,11,0.176084,0.183533,0,0,0,0.000011,0,1,1
17265,,,0,0,0,0,0.00216,0,0.000013,1,0,1
17266,,,12,0.148148,0.152407,0,0,0,0.000011,0,1,1
17267,,,11,0.184391,0.192865,0,0,0,0.000011,0,6,6
17268,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17269,,,12,0.163825,0.169374,0,0,0,0.000011,0,1,1
17270,,,13,0.137686,0.141315,0,0,0,0.000011,0,1,1
17271,,,13,0.137686,0.141315,0,0,0,0.000011,0,1,1
17272,,,0,0,0,0,0.000821,0,0.000013,1,0,1
17273,,,13,0.15061,0.155473,7635.178135,0.013383,0,0.000028,7,1,8
17274,,,11,0.197902,0.209404,0,0,0,0.000011,0,7,7
17275,,,13,0.151489,0.15606,0,0,0,0.000011,0,1,1
17276,,,13,0.151489,0.15606,0,0,0,0.000011,0,1,1
17277,,,0,0,0,0,0.031401,0,0.000099,12,0,12
17278,,,1,1,1,0,0,0,0.000011,0,1,1
17279,,,1,1,1,293.91944,0.007909,0,0.000033,4,1,5
17280,,,1,1,1,0,0,0,0.000011,0,1,1
17281,,,1,1,1,773.662894,0.005606,0,0.000022,1,1,2
17282,,,12,0.162226,0.168139,1773.095338,0.00546,0,0.000014,1,2,3
17283,,,0,0,0,0,0.013614,0,0.000052,7,0,7
17284,,,1,1,1,2483.627762,0.013872,0,0.000057,5,2,7
17285,,,10,0.203844,0.216304,13470,0.000821,0,0.000021,1,21,22
17286,,,13,0.130407,0.133467,0,0,0,0.000011,0,1,1
17287,,,13,0.130407,0.133467,0,0,0,0.000011,0,1,1
17288,,,13,0.150021,0.154571,0,0,0,0.000011,0,3,3
17289,,,12,0.169616,0.176231,0,0,0,0.000011,0,1,1
17290,,,0,0,0,0,0.011681,0,0.000049,4,0,4
17291,,,12,0.150513,0.154968,0,0,0,0.000011,0,1,1
17292,,,0,0,0,0,0.050461,0,0.000045,8,0,8
17293,,,1,1,1,4793.279755,0.011222,0,0.000047,5,5,10
17294,,,12,0.166102,0.172499,0,0,0,0.000011,0,2,2
17295,,,11,0.195836,0.205602,0,0,0,0.000011,0,1,1
17296,,,0,0,0,0,0.001803,0,0.000022,2,0,2
17297,,,0,0,0,0,0.024887,0,0.000015,2,0,2
17298,,,12,0.162561,0.168132,0,0,0,0.000011,0,1,1
17299,,,12,0.162561,0.168132,0,0,0,0.000011,0,1,1
17300,,,12,0.174993,0.182527,9881.380346,0.000821,0,0.000016,1,2,3
17301,,,10,0.205812,0.218486,7655.841074,0.001643,0,0.000015,2,15,17
17302,,,11,0.195256,0.2057,0,0,0,0.000011,0,9,9
17303,,,13,0.131351,0.134509,725.344228,0.001643,0,0.000015,2,2,4
17304,,,0,0,0,0,0.001687,0,0.000013,1,0,1
17305,,,10,0.208586,0.221372,0,0,0,0.000011,0,5,5
17306,,,0,0,0,0,0.003554,0,0.000015,2,0,2
17307,,,0,0,0,0,0.006079,0,0.000014,1,0,1
17308,,,11,0.203438,0.21565,4188.643775,0.002332,0,0.000014,2,4,6
17309,,,1,1,1,6.054167,0.001134,0,0.000042,1,1,2
17310,,,0,0,0,0,0.0255,0,0.000187,5,0,5
17311,,,13,0.145559,0.149634,83230.366558,0.073262,0,0.000111,15,3,18
17312,,,12,0.15074,0.155551,154875.312646,0.023069,0,0.000136,14,2,16
17313,,,11,0.185362,0.19482,40755.100584,0.008689,0,0.000059,4,9,13
17314,,,12,0.156385,0.161758,0,0,0,0.000011,0,1,1
17315,,,1,1,1,0,0,154,0.000011,0,1,1
17316,,,0,0,0,0,0.000821,154,0.000021,1,0,1
