Source,Target,Type,Id,Label,timeset,Weight,timestamp
11172,11172,Directed,84191,,,2,1226496247
10316,29626,Directed,84226,,,1,1226484626
3002,3002,Directed,84295,,,1,1226516728
28518,28518,Directed,84304,,,1,1226484645
828,828,Directed,84417,,,1,1226486219
26684,26684,Directed,84520,,,1,1226489705
8061,8061,Directed,84571,,,1,1226522200
1557,1557,Directed,84654,,,1,1226489117
29782,29782,Directed,84664,,,1,1226521759
27260,27260,Directed,84673,,,1,1226493417
1771,1771,Directed,84731,,,1,1226488412
18463,18463,Directed,84783,,,1,1226490720
8708,8708,Directed,84918,,,1,1226491312
4769,4769,Directed,84930,,,1,1226491298
28777,28777,Directed,84989,,,1,1226493390
29855,29855,Directed,84993,,,1,1226490776
18315,18315,Directed,85000,,,1,1226491212
6591,6591,Directed,85049,,,1,1226525087
759,759,Directed,85093,,,1,1226491171
16808,16808,Directed,85117,,,1,1226492722
15833,15833,Directed,85564,,,1,1226494359
2170,2170,Directed,85725,,,1,1226506753
2091,2091,Directed,85743,,,1,1226500703
148,148,Directed,85781,,,1,1226504224
58,58,Directed,85804,,,1,1226500884
1663,11549,Directed,85844,,,1,1226497984
30037,30037,Directed,85926,,,1,1226497211
29774,29774,Directed,85987,,,1,1226509512
28130,28130,Directed,85997,,,1,1226501359
2940,2940,Directed,86105,,,1,1226500956
391,391,Directed,86127,,,1,1226501281
850,1070,Directed,86217,,,1,1226501117
30119,30119,Directed,86228,,,1,1226503042
3728,3728,Directed,86252,,,1,1226504934
7783,7783,Directed,86257,,,1,1226502028
1582,1582,Directed,86328,,,1,1226517133
5837,5837,Directed,86333,,,1,1226503154
2506,2506,Directed,86337,,,1,1226503086
1987,1987,Directed,86363,,,1,1226510371
28691,28691,Directed,86401,,,1,1226506896
9260,9260,Directed,86462,,,1,1226525234
3748,3748,Directed,86485,,,1,1226514997
30066,30066,Directed,86549,,,1,1226505887
1562,4350,Directed,86561,,,1,1226507182
8864,8864,Directed,86858,,,1,1226509438
9116,9116,Directed,86986,,,1,1226512060
6234,6234,Directed,86989,,,1,1226519063
12373,12373,Directed,87061,,,1,1226513788
30286,30286,Directed,87122,,,1,1226514261
763,3764,Directed,87176,,,1,1226517917
29054,29054,Directed,87202,,,1,1226525262
30309,30309,Directed,87216,,,1,1226517323
30342,30342,Directed,87334,,,1,1226520477
16989,16989,Directed,87354,,,1,1226521630
23054,23054,Directed,87361,,,1,1226522761
2298,2298,Directed,87364,,,1,1226526101
30355,30355,Directed,87378,,,1,1226520840
3764,3764,Directed,87599,,,1,1226529494
21539,21539,Directed,87611,,,1,1226530331
